true_label,pred_label,text_length,text_processed,component_name,product_name,confidence
major,normal,22,critical displayed red group bug useragent compatible msie net clr net clr identifier wtf unclick group bug make public show red list,Query/Bug List,BUGZILLA,0.23362531969821373
minor,trivial,58,unable unselect single event group select event main view useragent pl rv identifier rva calendara big problem multiselection main view disable however bug could nice select unselect event main view right support via unifinder create two event select first one press press ctrl second event release ctrl second event actual second event editable modify title second event select,Calendar Views,CALENDAR,0.2501031797100728
normal,trivial,25,einige bersetzungen welche rahmen von spicebird gemacht wurden useragent linux fr rvb firefoxb identifier trunk dy sind alle bersetzungen und verbesserungen welche thunderbirddateien gemacht wurden,de / German,MOZILLA_LOCALIZATIONS,0.258722862548843
normal,trivial,38,cannot enter startend time event keyboard useragent linux rv debian identifier linux rv debian create event startend date textfields enter keyboard startend time enter bad bad bad type keyboard would way faster allow fill startend time textfields keyboard,Sunbird Only,CALENDAR,0.27200718970952326
normal,major,62,server response control lose referral chase useragent rv identifier client product fail mention password expire need change bind refer look like message refer operation child request rebuilt message message type errno match dn error message point lose server response control include password policy control bug might refer talk control believe generic issue since cookie come back control search since test control assume,LDAP C SDK,DIRECTORY,0.2750458454473684
normal,minor,30,cleanup chatzilladtd useragent linux rva seamonkeya identifier suggestion remove unusedempty string rename accesskeys akey make life easy translator tool single name chatzilla eg rename various chatzilla chatzilla cz cz etc,ChatZilla,OTHER_APPLICATIONS,0.2851320635016703
normal,major,67,rhino ex correctly source ant useragent rv identifier rhino head jun pm edt ex rhino undocumented dependency extra xmlbeans distribution ant script cvs check mozillajsrhino cv copy xmlbeans jar mozillajsrhinolib attempt buildxml ex actual docompile echo compile ex implementation libxbeanjar javac compile source ccygwinhomeinonitdevcontribcvscvsmirrormozillaorgheadcvsmirrormozillajsrhinobuildclasses javac ccygwinhomeinonitdevcontribcvscvsmirrormozillaorgheadcvsmirrormozillajsrhinoxmlimplsrcorgmozillajavascriptxmlimplxmljava cannot access javaxxmlstreamxmlstreamreader javac javaxxmlstreamxmlstreamreaderclass find javac xo xmlobjectfactoryparsefrag option javac javac error javac compile fail compiler error output detail successful,E4X,RHINO_GRAVEYARD,0.32936666113321855
normal,major,129,application addon update fail danish government browser extension instal useragent da rv identifier da rv tdc digital signatur solution log danish government website communicate danish public institution email two way install tdc digital signatur thunderbird first method export user private certificate pkcs format import firefoxs thunderbird certificate store method serious usability bug one bug therefore tdc create another installation method internal security module replace another module tdc read user private certificate mscapi exactly sure work httpmxrmozillaorgmozillasourcetoolkitmozappssharedsrcbadcerthandlerjs thunderbird certificate update site issue builtin object token case user instal security module tdc cert read tdc module instead one filing software update could fix fix usability bug first install method user install security module tdc bug workaround danish httpforummozilladanmarkdkviewtopicphpp help check updates actual error message aus update xml find update checking succeed,Application Update,TOOLKIT,0.3409441004374484
major,normal,43,move hula orga hula run star much cpu talkback need server orga singlecpu box dell poweredge may may stable since hula still experimental live ldap server probably move sure there anything actually worth keep still basic setup put anything important yet know chase,Server Operations,MOZILLA.ORG_GRAVEYARD,0.2843898556988226
normal,trivial,61,allow whine sort accord sort order save search useragent dede rv identifier whine mail bug seem order regardless configure underlying query would like order query bug importance set ignore querys whineatothers way alter bugzillas behaviour feature chance trick configure query set sort importance configure whine mail check sort order receive mail actual bug order sort order reflect query configure sort order,Whining,BUGZILLA,0.24952665072885952
minor,normal,26,remove item pass back nssvgattributesremovenameditem nssvgattributesremovenameditem xxx comment indicate pas back item remove bug cover make actually wait bug fix check apply patch first fix problem,SVG,CORE,0.3064763786402736
normal,trivial,19,esmx spanish mexico useragent eses rv identifier es rv product language country esmx contact alejandro serrano gonzlez alejandrosggmailcom httpmozmexismxnet,Registration & Management,MOZILLA_LOCALIZATIONS,0.24825286002549865
blocker,normal,37,alarm work recur event lightning pre rvbpre shredderbpre create nonrepeating event alarm create repeat event alarm actual alarm nonrepeating event fire nonrepeating event box show alarm icon view alarm work recur event additional information default home calendar,Alarms,CALENDAR,0.27317513353298223
blocker,normal,35,hlmozlocale google plugin right thing way reliably hl param think found rather unneeded google play nicely acceptlang param introduce part bug could rid locale code rls key anyway track stuff feedback locales go embarrass afraid,Search,FIREFOX,0.3794277257461552
major,normal,46,getpersonascom start log user often sure change getpersonascom log people lot frequently cause frustration contributor user various addons rely user able stay log site contributorsreviewers frequent log out make difficult keep eye thing like review queue would great could logout time set least much long period,getpersonas.com,WEBSITES_GRAVEYARD,0.3637579947681612
normal,major,45,lens feature google reader work useragent rvb firefoxb identifier rvb firefoxb test ff run ubuntu work fine thats also case old version linux also follow message error console warn unknown property zoom declaration drop source httpwwwgooglecomreaderuienscrollcsshlen select item press actual nothing text item become large,General,FIREFOX,0.30486826636557424
minor,normal,11,gcparam help error message mention markstacklimit error message httpmxrmozillaorgmozillacentralsourcejssrcbuiltintestingfunctionscpp help httpmxrmozillaorgmozillacentralsourcejssrcbuiltintestingfunctionscpp,JavaScript Engine,CORE,0.34066292615541194
normal,critical,37,nsframeloadergetdocshell throw create docshell right part recursion protection nsframeloaderensuredocshell mean getdocshell throw really good reason happens frame construction document frame suddenly presentation best crash worst go move recursion check single method thats call loadframe throw method fine,"Layout: Images, Video, and HTML Frames",CORE,0.40629433746582033
normal,critical,59,something pop blocker crash browser useragent macintosh ppc mac rv chimera identifier macintosh ppc mac rv chimera go subject link myyahoocom maccentral cause crash pop block enable think pop cause crash go directly crash exhibit problem go yahoo maccentral channel enable yahoo connectix unviels virtual pc watch pull browser crash instant later actual navigator unexpectedly quit show address directly,General,CAMINO_GRAVEYARD,0.5338780985200122
major,minor,24,rightclicking image copy image copy image location image useragent macintosh ppc mac macho rvb camino identifier macintosh ppc mac macho rvb camino url specific,General,CAMINO_GRAVEYARD,0.25033692006701114
minor,normal,11,talos reboots edition qmpxpslave let give machine one last chance replace,Server Operations,MOZILLA.ORG_GRAVEYARD,0.36859959097456113
major,normal,18,slovenian sunbird calendar view defect create profile start slovenian version sunbird calendar view completely defect defect calendar view,sl / Slovene,MOZILLA_LOCALIZATIONS,0.35970483217988475
critical,major,49,print print header footer nsblockframesplitplaceholder useragent rv identifier rv print web first print fine second miss content header footer brother mfcdn network printer ie print fine view select print print preview actual preview print miss content last printed rest content show browser plain vanilla error message hang print content,Layout,CORE,0.2696179658942384
normal,major,135,receive cannot display message veiw address work ok ie useragent rvb identifier rvb cannot display problem reach cannot display please follow refresh button later wwwthayerorg home look link information want internal server error asp error internet information service technical information support personnel error type microsoft vbscript runtime xad type mismatch string artsathleticsathleticsteamasp browser type rvb artsathleticsathleticsteamasp time wednesday april pm information go thayerorg homepage mouse artsathletics athletics team schedule copy paste web display actual field actual cannot display problem reach cannot display please follow refresh button later wwwthayerorg home look link information want internal server error asp error internet information service technical information support personnel error type microsoft vbscript runtime xad type mismatch string artsathleticsathleticsteamasp browser type rvb artsathleticsathleticsteamasp time wednesday april pm informationpage cannot display appear pulldown list available team schedule work ok ie,English US,TECH_EVANGELISM_GRAVEYARD,0.3601749551431835
major,normal,87,eventtask dialog edit value datetime combo box save save prompt save change dialogue linux rv thunderbird lightning pre edit time date inside text field wo drop calendar picker event dialog value save leave dialog via save button str event create one context menu double inside say week view position mouse cursor inside start date time text field edit value per keyboard drop calendar picker dialog via mouse save button actual nothing change edit value save edited value inside dialog save upon save problematic code snippet httplxrmozillaorgmozillasourcecalendarresourcescontentdatetimepickersdatetimepickersxml httplxrmozillaorgmozillasourcecalendarresourcescontentdatetimepickersdatetimepickersxml,Dialogs,CALENDAR,0.27202082608048256
normal,major,59,need error message connection server lose overview description internet connection die error message give continue like still connect start chatzilla join channel somehow lose net connection continue chat actual appear still connect error message appear reproducibility everytime date platform bug find linux know matter dialup additional platform test none additional information best way test another computer observe channel disconnect,ChatZilla,OTHER_APPLICATIONS,0.24119533853066727
major,trivial,13,delete product clean componentcc table useragent rv identifier clean componentcc table delete product,Administration,BUGZILLA,0.25460273189412924
normal,trivial,33,tm allow callinfo macro specify linkage builtinstbl warn jsbool jscloseiteratorjscontext jsval visibility attribute ignore jsiterh warning conflict previous declaration one jsiterh declare jsfriendapi autogenerated one builtinstbl linkage qualifier implicitly extern builtins actually static,JavaScript Engine,CORE,0.45051207105082386
minor,major,70,round problem half pixel negative widget coordinate cause gap image border useragent linux rv seamonkey identifier linux rvapre minefieldapre gap image border believe cause nstointround nstocoordround round xpx xpx instead consistently round note nstocoordround consistent nscoordisfloat httplxrmozillaorgseamonkeysourcexpcomdsnsunitconversionh define roundconstfloat inline nscoord nstocoordroundfloat avalue ifdef nscoordisfloat return floatflooravalue roundconstfloat else return avalue nscoordavalue roundconstfloat nscoordavalue roundconstfloat endif inline print nstointroundfloat avalue return avalue printavalue roundconstfloat printavalue roundconstfloat load actual gap gap,GFX,CORE_GRAVEYARD,0.2837945854437798
normal,major,63,gilannl image show useragent rvb identifier rvb read something profile person seem problem profile setting default load mention subpages show image ie show image correctly url otherwise subpage actual mark area show image instead show image show placemarkers upper leave corner box define area reserve displaying image show image correctly far know change default setting email information proxy cache setting relevance point setting,Dutch,TECH_EVANGELISM_GRAVEYARD,0.3074483901412424
minor,normal,58,link release note point note instead note useragent macintosh ppc mac macho rvb identifier macintosh ppc mac macho rvb go link brings release note instead release note release note help menu go correct place however go url big blue link say actual release note httpwwwmozillaorgproductsfirefoxreleaseshtml release note like help menu httpwwwmozillaorgproductsfirefoxreleaseshtml since entity anything else anything else affect,General,FIREFOX,0.21890858210426503
normal,major,157,dap external download manager stop download make download url useragent win rva identifier win rva download accelerator pro dapfrom wwwspeedbitcom intregrated do copy dapopdll mozillas plugins directory rename npdapdll wwwspeedbitcom faq last faqline preference download set anything everytime go download something dap start immediatly message apaers browser screen message dap start searched downloadlinks article want download stop still functional savekeeping let dap run alone appear also download internet explorer download speed internet explorer high download specific article must stop mozillabrowser start download dap download specific article begin end normally whole download possible startup work normally dap start download browser screen dapmessage appear download start dap search downloadlinks find link whole download break try closedown restart downloadlink daps download scheduler download begin normally receive article want download restartup actual perfect download begin download must bookmark url must shutdown everytime lose url beter information de helpmanual concern external th party downloadmanagers well explanation three downloadsettings preferncesdownload th party functionnon,Plug-ins,CORE,0.3683472855812856
normal,trivial,18,add foreign key constraint component table useragent linux rv fedorafc identifier add foreign key information component table bugzilladbschemapm,Database,BUGZILLA,0.26136476798449215
major,normal,77,input typefile input display none hold value cannot upload invisible eg follow code form idform enctypemultipartformdata actionsomedesthere methodpost situation press browse button select upload press button javascript execute form sends server everything fine var currform documentgetelementbyidform currformsubmit situation send java script form set td style dsplay none send var currtd documentgetelementbyidtd currtdstyledisplay none var currform documentgetelementbyidform currformsubmit check also follow combination currtdstyledisplaynone currtdstyledisplayblock name go away development serious problem test behaviour internet explorer allow send browse invisible,Layout: Form Controls,CORE,0.3155884043901542
minor,major,59,aticom navigation tree ieonly useragent linux dede rv debian package identifier linux dede rv debian package navigation tree leave seem ieonly already contact webmaster receive answer far load site look navigation tree minus icon collapse part tree actual completely expand load icon anything completely collapse loading icon expandscollapses single branch work ie wine work opera konqueror please note bug,English US,TECH_EVANGELISM_GRAVEYARD,0.3384073737938419
trivial,normal,5,getformatlocalizedstring nsxpidlstring minor code simplification,Layout,CORE,0.3836375139414087
major,normal,254,style system reresolve every attribute change first background provide everhelpful attinasi cssframeconstructorattributechanged call restyling happens first content object ask impact change give attribute value indicate reconstruction reframe simple visual change reconstruct entire document torn rebuilt pretty harsh reframe frame create affected content normal frameconstruction style resolution take place visual change ask framemanager compute style change impact walk frame style context reresolves style one reresolve style run style rule content pseudostyle associate set style value go check style context actually change append context list change also keep track kind change make indicate need reflow reframe repaint depend resolution either reconstruct frame issue reflow update paint view end attinasi missive mean best case scenario attribute change walk every frame document reresolve style one decide best case nothing issue paint guess example really want fix behaviour scroll gfx scrollbar set curpos attribute lot like lot lot hack patch attach keep list style sheet attribute actually appear selector check table attribute change attribute affect style context reresolve dance patch spit style reresolution manage skip one happen anyway attribute involved reresolution attribute matter scroll checkinrules back follow damn look like win pretty huge course quite easy apparently cause quite enough action layout engine time need update happen example document scroll scroll thumb move image rollover find old nemesis httpwwwhondacom work maybe need fire paint minimum maybe block reresolutions aggressively need careful block one directly attributechanged notification path code sure yet want throw people poke ponder think patch touch lightly update diff unrelated think change layout tree warranty express imply,CSS Parsing and Computation,CORE,0.25878525091357046
critical,normal,19,assertion failure cxfpflags jsframeeval j j function var evalnew assertion failure cxfpflags jsframeeval jsopcodecpp happen mozillacentral tracemonkey branch require,JavaScript Engine,CORE,0.3365507054869732
normal,major,85,allow alertconfirmprompt onbeforeunload onunload onpagehide useragent rvapre minefieldapre identifier rvapre minefieldapre onbeforeunload loop render browser useless example body onbeforeunloadfor var alertalert return false j enable top tab run endless loop alert block complete browser may even possible trigger automatically redirect clause bug malicious code ie also affect could work opera visit mention site j tab actual long chain alert tab allow ignore return value onbeforeunload allow tab nevertheless know fix disable j tab even able rid sessionstore enable thing redirect possible abandon store session browser,DOM: Core & HTML,CORE,0.2937989690638397
normal,critical,109,restore bfcache crash nonhtml presshellenumerateplugins startplugininstance macintosh ppc mac macho rva firefoxa load load another tab eg home press back crash stack nightly presshellfreeze presshellenumeratepluginsnsidomdocument nsstring const void presshell nsicontent presshellthaw nsdocshellrestorefromhistory nsdocshellcapturestate plhandleevent plprocesspendingevents securitysensitive due suspicious stack presshellfreeze end top stack presshellenumerateplugins appear call getelementsbytagname callback startplugininstance debug two assertion failure stack make sense startplugininstance top rest assertion object node must implement nsiobjectloadingcontent objlc usersadmintrunkmozillalayoutbasenspresshellcpp break usersadmintrunkmozillalayoutbasenspresshellcpp assertion cant dereference null nscomptr operator mrawptr distincludexpcomnscomptrh break distincludexpcomnscomptrh think problem enumerateplugins assume anything tagname object qi nsicontent safe pas callback startplugininstance assume argument qis nsiobjectloadingcontent possible fix make enumerateplugins getelementsbytagnamens element make startplugininstance test nsiobjectloadingcontent instead assert crash,Document Navigation,CORE,0.47695258972425064
critical,trivial,20,animate gifs leave trail erase cairo useragent rva firefoxa identifier rva firefoxa frame gifs url give black white instead color,Graphics,CORE,0.23644474782300406
minor,normal,50,error xformslinkexception external schema error xformslinkexception external schema problem appear cause fact xmlhttprequest generate error event response error cod reserve event network level error like host find connection refuse etc could solve problem several way could either fix xmlhttprequest could fix schema loader inspect response code via api provide xmlhttprequest,XForms,CORE_GRAVEYARD,0.3016023881836696
normal,major,96,allmoviecom broken header useragent rvb identifier rvb httppersonaliddeoeslonesomekeystonefilmshtm film link wwwallmoviecom appear dialog box ask doif choose dllfile default withi choose ie nothing happenswhy cant link enter httppersonaliddeoeslonesomekeystonefilmshtm film ok dllfile default actual choose ie nothing happen access linkof course amd duron mb ramthe image home httppersonaliddeoeslonesomeindexhtm show completelyand allready download java pluginbesides enter web film trailer appaers ask install activex traileras know know ie vulnerabiloty player appear show load time itif reenterd ask activex go directly player windowi install activex web contentsand cant acces link thanks make fastsecure browser hope fix thatcause want ie againbye,English US,TECH_EVANGELISM_GRAVEYARD,0.3152659332449176
major,trivial,41,default cc ignore create bug via webservice useragent rv identifier create bug webservice cc parameter call bugcreate email default cc productcomponent ignore ie bug email cc list however cc parameter pass even empty array default cc ie email bug cc list,WebService,BUGZILLA,0.30244342097124544
normal,trivial,17,fix warning cairoqpaintersurface patgh fix warning cairoqpaintersurface do const char string assign move debug functionality debug ifdefs,Graphics,CORE,0.2936731144749837
normal,critical,29,assertion failure jsvalisvoidobjfslotsjsslotarraylookupholder create attachment trigger fatal assertion load load mac trunk debug trigger assertion failure stobjgetslotobj jsslotarraylookupholder jsvalvoid usersjrudermantrunkmozillajssrcjsarrayc seem harmless nightly assertion part arraylookupproperty add part bug,JavaScript Engine,CORE,0.34092802723790233
major,normal,38,provide notification embedobject element createddestroyedresized order support fennec fast plugins bug front end code need position embed object element fennec code funky stuff find element ideally front end would notification embed object element create one remove one resized,Layout,CORE,0.37342450642995983
critical,normal,31,assertion failure pnpntype tokcomma jsemitcpp assert j dbg tm branch dbe without assertion failure pnpntype tokcomma jsemitcpp parse cat ajs jsdbgtmdarwin ajs assertion failure pnpntype tokcomma jsemitcpp tracebpt trap autobisecting soon,JavaScript Engine,CORE,0.3474270525926937
minor,normal,62,dereferencing typepunned pointer break strictaliasing nscomptr gcc optimization emits warning dereferencing typepunned pointer nscomptrh nscomptrcpp eg nscomptrh member function void nscomptrassignfromqinsqueryinterface const nsiid nsiarray nscomptrh instantiate nscomptrnscomptrnsquery interface nsiarray nscomptrh instantiate void nscomptrassertnoqueryneeded nsiarray extrakherronmozffmozillaxpcomgluenscomptrh instantiate nscomptrnscomptrt nsiarray nsarrayenumeratorcpp instantiate nscomptrh warning dereferencing typepunned pointer break strictaliasing rule gcc complains site nscomptrcpp site nscomptrh httpbonsaimozillaorgcvsblamecgifilemozillaxpcomgluenscomptrcpprevmark httpbonsaimozillaorgcvsblamecgifilemozillaxpcomgluenscomptrhrevmark install gcc maybe later compile optimization,XPCOM,CORE,0.3044232160123721
minor,normal,27,nagios auth prompt could super helpful busy people say fx username password request httpsnagiosmozillaorg site say nagios guestguest suggest change site say nagios ldap account username guestguest,Server Operations,MOZILLA.ORG_GRAVEYARD,0.3744519126563828
normal,major,62,cant valid choice option menu useragent fr rv identifier fr rv french version version update cant valid choice option menu ok button seem nothing think reason cant personal themesdownloaded firefoxs website sorry english good hope understood problem great job thanks french outils tool option change somethinghomepage ok button move respond actual change save cant change theme choose home one beautifull theme nothing,Menus,FIREFOX,0.252254550973381
normal,trivial,62,notification widget addons add collection launch addon manager separate dialog useragent rv identifier rv link screen corner notification addon collecyion aom dialog delay admittedly show discovery pane instead switch aom tab already present one exist browser switch aoc category show respective collection guess must leftover code old toolkit thats case toolkit allow leverage singleton aom tab whole app windowbrowseropenaddonsmgr call nonclosing browser,Collector Extension,ADDONS.MOZILLA.ORG_GRAVEYARD,0.24365809783283038
trivial,normal,4,confirm email address miss,User Interface,BUGZILLA,0.32340367239785195
normal,major,41,border form object visible even borderstylenone borderwidth useragent deat rvb identifier deat rvb form element input textarea styleborderstylenoneborderwidthpx without border border still visible border invisible sould launch httpseticlassgmxhomedeborderstylehtml actual border around input textarea element visible border around input textarea element invisible,Layout: Form Controls,CORE,0.24336168817934617
major,minor,97,event repeat date reset date edit event useragent rvb identifier rvb set event repeat specific date later edit event example change startend time add exception repeat date reset date create event set event occur every week date ok go back edit event without even change single thing ok change startend time add exception matter look calendar recur event show date go edit event check repeat date find changed date actual edit event set repeat repeat date reset date even actually make change event able edit event many time want esp add exception repeat date change unless change,General,CALENDAR,0.2404532771563168
critical,major,134,duplicate message appear list message appear imap useragent compatible msie net clr identifier thunderbird happen multiple time message appear twice inbox inbox imap server local inbox also message appear inbox search search find message say inbox go inbox definitely appear list know bug rebuild index inbox folder duplicate disappear message fail appear appear rebuild index fix problem happen time later imap keep message imap server access different computer thunderbird offline message option enable folder combination imap offline message probably bug imagine bug occur pop sometimes bug must imap leave message server download local inbox folder ie bug occur inbox folder imap server probably local inbox folder also offline message thing enable folder probably also require bug actual message appear twice list inbox message appear discoverable via search rebuild index solve problem happen time later,Database,MAILNEWS_CORE,0.3442379133932111
critical,normal,64,cancel request read partial cache entry cancel correspond transaction cancel request read partial cache entry cancel correspond transaction range request complete partial cache entry first issue range request back read cache send partial cache data listener listener cancel channel return error code eg nsbindingaborted ondataavailable network transaction never sit around consume persistent connection process repeat subsequent request host may stick wait available persistent connection,Networking: HTTP,CORE,0.3328852964152852
minor,trivial,20,add suggest parenthesis layout create attachment patch gcc throw lot warning suggest parenthesis patch simply add parenthesis make gcc happy,Layout,CORE,0.37337647854052686
normal,minor,76,folder nonlatin character show useragent rv identifier rv folder contain folder whoes name contain nonlatin character cyrillic chinse idiograms browse folder protocol latin character also note protocol appear insist display cp issue since store long name utf observe release version certain effect previous version confirm whether issue affect platforms ensure possible language check regionaloptions control panel create folder contain name nonlatin character cyrillic character map help browse folder actual described detail display utf displayed folder directory,Internationalization,CORE,0.2622069655912702
normal,major,51,forward work email message mailnewssenddefaultcharset mailnewsviewdefaultcharset set utf useragent win itit rv identifier win itit rv forward message inline message appear text original message contenttype header main select message contenttype header menu message forward actual body message empty apart signature software default contenttype textplain contenttype header miss already show original message,Composition,MAILNEWS_CORE,0.2851370984375707
normal,minor,63,duplicate content inside table markup useragent da rv net clr identifier da rv net clr log fronter installation mio user eu image top navigation appear multiple time upgrade bug present log fronter link username eghmeln password eghmeln take look image top navigation bar fast logon httpsfrontercomdktestindexphtmlusernameeghmelnpasswordeghmelnnewlangdesaveidmainurlmainphtmlchpuserscreensize actual image display multiple time hide link behind make nativation impossible image show take look screenshot httpfrontersupportdkerrorsfirefoxbugjpg,Layout,CORE,0.2335095750326649
normal,trivial,19,hideshow platformspecific reference help helper useragent macintosh ppc rv buildid example cant find personal toolbar info describe help help,Help Documentation,SEAMONKEY,0.25687870595834494
trivial,normal,128,please fix misspelling jss create attachment fix typos list generate follow process find type fgrep cv tmpjsslist list jsslist cat tmpjsslist xargs grep sort tmpjsslistwords list uniq tmpjsslistwords tmpjsslistwordscount rid duplicate weight part mildly painful later tmpjsslistwordscount tmpjsslistwordscountorig save original vi aspellenpws aspell tmpjsslistwordscount first command remove word accidentally add quit foo find foo dd remove wq save change second command ignore list let correction list press hold move forward press number define replacement press need undo something repeat spend lot time diff tmpjsslistwordscountorig tmpjssdiff replacement set perl pi tmpjssdiff undo cat tmpjsslistxargs patch tmpjssdiff patch tree note thing cant find way eg jss word exist dictionary correct generate change set base xref konigsberg cv update mean spell error introduce point fix patch even though version indicate tip,Library,JSS,0.2829908249545945
normal,major,37,linux startupnotification relocation error gccx useragent linux rvapre minefieldapre identifier linux rvapre minefieldapre usrlibgccxpclinuxgnuxpclinuxgnubinld swindowo relocation rxpc sndisplaynew whe making share object recompile fpic usrlibgccxpclinuxgnuxpclinuxgnubinld inal link fail bad value compile minefield gcc actual relocation error compile,General,FIREFOX_BUILD_SYSTEM,0.2410816264725898
normal,major,68,font system font keyword fontfamily generic font family keyword behave incorrectly useragent rvb netscape ax svg identifier rvb read note test case info test case observe check description actual font messagebox fontfamily sansserif fontfamily statement reset font property set font shorthand property case system font keyword font later generic font family keyword apply fontfamily property font shorthand property set font property compliance cs spec therefore test case fail,CSS Parsing and Computation,CORE,0.23854479217287403
minor,normal,19,headerfooter setting save moz sunos sunu rv solaris headerfooter set set setup dialog save quit browser process restart later,Printing: Output,CORE,0.3075363626867973
normal,minor,73,link specific irc channel mozillaorgcommunityforums useragent macintosh intel mac engb applewebkit khtml like version safari identifier httpwwwmozillaorgcommunitydeveloperforumshtmlchat theres reference ircmozillaorg particular channel refer httpsbugzillamozillaorgpagecgiidetiquettehtml mention irc ircircmozillaorgmbo receive excellent advice include reference two irc channel long list specific channel either httpwwwmozillaorgcommunitydeveloperforumshtmlchat httpsbugzillamozillaorgpagecgiidetiquettehtml maybe etiquette could add reference ircircmozillaorgmbo channel may better start point discretion thanks graham reference specific irc channel helpful user prefer irc newsnntp ircircmozillaorgmbo comparable ircircfreenodenetfreenode httpfreenodenetchannelguidelinesshtml may interest httpwwwdiigocomioq highlight,Pages & Content,WWW.MOZILLA.ORG,0.2355624901291575
major,normal,119,download manager work nonascii names patch bug introudced problem attachment patch follow gstatusbarlabel getselecteditemid gstatusbarlabel getfileforitemgetselecteditempath noticable change introduce status bar show garbage character nonascii names go back getselecteditemid chopping begin necessary solve ui regression however thats touch root cause problem none command button functional dim nonascii select without change operation part work fine nsifile nsilocalfile blame getfileforitem define httplxrmozillaorgseamonkeysourcexpfecomponentsdownloadmanagerresourcesdownloadmanagerjs function getfileforitemaelement var itemresource grdfservicegetunicoderesourceaelementid var fileresource gdownloadviewdatabasegettargetitemresource gncfile true fileresource fileresourcequeryinterfacecomponentsinterfacesnsirdfresource return createlocalfilefileresourcevalue function createlocalfileafilepath add couple dump statement createlocalfileafilepath print afilepath afilepath zeroextended utf instance ua utf xc afilepath ua instead uc symptom suggests somewhere rdfrelated code acstring autfstring work enable unicode io bug enable mozillawindows problem linux utf locale therefore think xp issue althouhg file linux,Download & File Handling,SEAMONKEY,0.2740567966217429
critical,normal,45,forward attachment wrong message body forward message thunderbird xp connect imap send message body forward make body message final email body message attach forwarded message though attachment table content say attached happen send forward emails attachment option inline work fine toggle pref back forth avail,Message Compose Window,THUNDERBIRD,0.3098328359837984
major,normal,18,seates optimize ie ns seates somewhat big spanish car company redirect typical sorry know browser linux let evangelize,Spanish,TECH_EVANGELISM_GRAVEYARD,0.3719536944094174
trivial,normal,8,nscssframeconstructorcontentremoved hopefully useless debug oversafe null check parentframe,Layout,CORE,0.363413720522756
normal,minor,35,deadline field available change several bug useragent rv identifier rv deadline field available edit change several field would nice available edit set bug easily set schedule bugfixes perform search change several bug note deadline field,Creating/Changing Bugs,BUGZILLA,0.24801143929314237
major,normal,64,extension httpsaddonsmozillaorg stop update march useragent rv identifier rv public extension longer updating mean release show update developer comment still show old comment post comment display start occur time march example extension accept release developer show release public still show release also display update developer comment httpsaddonsmozillaorgdevelopersitemoverviewphpid example neweset extension httpsaddonsmozillaorgextensionsshowlistphpapplicationfirefoxcategorynewest show brand extension extension manager extend release go extension public say exist httpsaddonsmozillaorgextensionsmoreinfophpid,Public Pages,ADDONS.MOZILLA.ORG_GRAVEYARD,0.2114345436316068
blocker,normal,40,nightly date useragent win rvb identifier win rvb something broken either process directory relinking facility nightly link startup splash screen lead six day stale xanthian url actual find stale six day old find hour less old time problem pst think,FTP: Mirrors,MOZILLA.ORG,0.2266057775893461
normal,major,56,download manager fail download quickly small cache useragent rva darkstar identifier rva darkstar download small download manager tend think finish download chance save since start download give save location dm whatever flag suppose tell download finish download small choose save location actual download manager show download complete pop remain upon active downloads occur nightlies last week,Downloads API,TOOLKIT,0.2501026539529587
major,normal,199,threadpool optimistically kill worker thread summary threadpool optimistically kill worker thread soon total number thread great minimun limit transport thread pool worker thread startup exceptional ammount transport activity every load must exist worker thread threadpool transport set min max number number thread logic threadpool spawn thread request limit worker thread finish check pending request none thread threadpool set low limit thread immeditely exit algorithm alot turnover pool transport could raise low limit persistant thread however would add bloat since extra thread primarly need startup another good solution would include delay catch additional request may come example normal startup ftpftpnetscapecomorg thread create thread delete completely insane put second wait thread create deleted remove thread creationdeletions go httpwwwmozillaorg create thread add second delay reduces create thread clearly period wait time thread exist huge number thread exit follow immeditate start sure exactly trim startup time run basic timing test dual mb ram take ms create thread however accurate picture since creation thread really much schedule also look long take creation thread actual run data indicate take long thread thread present take average millisecond time prcreatethread call time user define function enter printf maybe somebody well knowledge thread startup preformance attach propose change,XPCOM,CORE,0.2632909117781013
trivial,normal,19,hidden collapse instead gsetattribute perf test getattributehidden true slow hidden removeattributehidden slow hidden false also spot collapseitem collapse anyway,Composer,SEAMONKEY,0.3570437039170008
major,normal,15,considerable memory usage increase watch stats ftpftpmozillaorgpubdatamemtestsmemtestformhtml show considerable memory usage increase idea could cause,General,SEAMONKEY,0.371611079372622
minor,normal,14,fix class errorprone call constructor eg nsrdfcontainerutilscpp grab rdf service constructor could fail deal,RDF,CORE_GRAVEYARD,0.3623827871509273
